id,name,meal_type,base_servings,steps,tags
173,Salatka quinoa z tunczykiem i oliwkami,obiad,2,Ugotuj quinoa i ostudz||Pokroj ogorka i pomidora||Wymieszaj warzywa z rukola||Dodaj tunczyka i oliwki||Polej oliwa i cytryna||Dopraw sola i pieprzem||Wymieszaj i podaj,fit|salatka
174,Zupa z ciecierzycy i pomidorow z kminem,obiad,4,Podsmaz cebule na oliwie 3 min||Dodaj czosnek kmin i papryke slodka||Dodaj pomidory z puszki i bulion||Dodaj ciecierzyce||Gotuj 15 min||Dopraw sola i pieprzem||Podaj na cieplo,zupa|wege
175,Indyk w sosie pieczarkowym z kasza gryczana,obiad,2,Ugotuj kasze gryczana||Podsmaz cebule na oliwie 3 min||Dodaj pieczarki i smaz 6 min||Dodaj indyka i smaz 6 min||Wlej smietanke i gotuj 3 min||Dopraw sola i pieprzem||Posyp natka pietruszki||Podaj z kasza,domowe|na_cieplo
176,Tofu w sosie pomidorowym z cukinia i ryzem,obiad,3,Ugotuj ryz wedlug instrukcji||Podsmaz cebule na oliwie 3 min||Dodaj czosnek i smaz 30 s||Dodaj tofu i smaz 5 min||Dodaj papryke i cukinie i smaz 6 min||Wlej passate i dus 10 min||Dopraw papryka slodka sola i pieprzem||Podaj z ryzem,wege|jednogarnkowe
177,Zapiekanka z kalafiorem ziemniakami i feta,obiad,4,Nagrzej piekarnik do 190C||Podgotuj ziemniaki 8 min||Podziel kalafior na rozyczki i obgotuj 4 min||Podsmaz cebule na oliwie 3 min||Wymieszaj smietanke z przyprawami||Uloz ziemniaki i kalafior w naczyniu||Dodaj fete i zalej smietanka||Zapiecz 25 min,zapiekanka|wege
178,Baklazan z ciecierzyca w sosie pomidorowym,obiad,3,Podsmaz cebule na oliwie 3 min||Dodaj czosnek kmin i chili||Dodaj baklazan w kostce i smaz 6 min||Dodaj pomidory z puszki||Dodaj ciecierzyce||Dusz 15 min az baklazan zmieknie||Dopraw sola i pieprzem,jednogarnkowe|wege
179,Stir fry kurczak z fasolka szparagowa,obiad,2,Podsmaz cebule na oleju 2 min||Dodaj kurczaka i smaz 6 min||Dodaj czosnek i imbir||Dodaj fasolke szparagowa i marchew i smaz 7 min||Wlej sos sojowy i wymieszaj||Posyp sezamem||Dopraw i podaj,azjatyckie|szybkie
180,Krem z dyni i soczewicy,obiad,4,Podsmaz cebule na oliwie 3 min||Dodaj czosnek i kurkume||Dodaj dynie w kostce||Wlej bulion i dodaj soczewice||Gotuj 20 min||Zblenduj na gladko||Wlej smietanke i dopraw||Podaj na cieplo,zupa|jednogarnkowe
181,Pstrag wedzony z ziemniakami i mizeria,obiad,2,Ugotuj ziemniaki do miekkosci||Pokroj ogorka w cienkie plastry||Wymieszaj ogorka z jogurtem i koperkiem||Dopraw sola i pieprzem||Podaj pstraga wedzonego z ziemniakami||Dodaj mizerie i skrop cytryna,domowe|szybkie
182,Spaghetti z sosem pomidorowym i ciecierzyca,obiad,3,Ugotuj spaghetti al dente||Podsmaz cebule na oliwie 3 min||Dodaj czosnek i smaz 30 s||Dodaj pomidory z puszki i koncentrat||Gotuj 10 min||Dodaj ciecierzyce i bazylie||Wymieszaj z makaronem||Dopraw i podaj,makaron|wege
183,Quinoa z warzywami pieczonymi i kozim serem,obiad,2,Ugotuj quinoa i odstaw||Nagrzej piekarnik do 200C||Pokroj papryke cukinie i marchew||Wymieszaj warzywa z oliwa i ziolami||Piecz 25 min||Polacz quinoa z warzywami||Dodaj kozi ser i skrop cytryna||Dopraw i podaj,fit|pieczone
184,Zapiekanka ziemniaczana z boczkiem i pieczarkami,obiad,4,Nagrzej piekarnik do 190C||Podgotuj ziemniaki 8 min||Podsmaz boczek z cebula 5 min||Dodaj pieczarki i smaz 6 min||Wymieszaj smietanke z sola i pieprzem||Uloz ziemniaki i farsz w naczyniu||Posyp serem i zalej smietanka||Zapiecz 30 min,zapiekanka|sycace
185,Tagliatelle z indykiem w sosie pomidorowym,obiad,3,Ugotuj tagliatelle al dente||Podsmaz cebule na oliwie 3 min||Dodaj indyka i smaz 6 min||Dodaj czosnek i oregano||Dodaj pomidory z puszki i koncentrat||Gotuj 12 min||Wymieszaj z makaronem||Posyp parmezanem i podaj,makaron|na_cieplo
186,Zupa brokulowa z serem i grzankami,obiad,4,Podsmaz cebule na oliwie 3 min||Dodaj czosnek i smaz 30 s||Dodaj brokul i wlej bulion||Gotuj 12 min||Zblenduj i wlej smietanke||Dodaj starty ser i wymieszaj||Zrob grzanki na masle||Podaj z grzankami,zupa|kremowe
187,Salatka z kurczakiem mango i rukola,obiad,2,Usmaz kurczaka na oliwie 6 min||Pokroj mango ogorka i pomidora||Wymieszaj rukole z warzywami||Dodaj kurczaka||Posyp pestkami dyni||Polej oliwa i cytryna||Dopraw i podaj,fit|salatka
188,Penne z dorszem i szpinakiem w sosie smietanowym,obiad,3,Ugotuj penne al dente||Podsmaz cebule na oliwie 3 min||Dodaj czosnek i dorsza i smaz 4 min||Dodaj szpinak i poddusz 2 min||Wlej smietanke i gotuj 3 min||Wymieszaj z makaronem||Posyp natka i dopraw||Podaj na cieplo,makaron|na_cieplo
189,Kuskus z fasola czerwona i warzywami,obiad,3,Zalej kuskus goraca woda i odstaw 5 min||Podsmaz cebule na oliwie 3 min||Dodaj czosnek kmin i papryke slodka||Dodaj papryke i cukinie i smaz 6 min||Dodaj fasole i wymieszaj||Polacz z kuskusem||Dopraw sola i pieprzem||Podaj,wege|szybkie
190,Quinoa z kurczakiem i sosem jogurtowym,obiad,2,Ugotuj quinoa i odstaw||Usmaz kurczaka na oliwie 6 min||Pokroj ogorka w kostke||Wymieszaj jogurt z koperkiem i cytryna||Dopraw sos sola i pieprzem||Polacz quinoa z kurczakiem||Dodaj sos i podaj,fit|szybkie
191,Tofu sezamowe z brokulem i ryzem basmati,obiad,2,Ugotuj ryz basmati wedlug instrukcji||Podsmaz czosnek i imbir na oleju 1 min||Dodaj tofu i smaz 6 min||Dodaj brokul i smaz 6 min||Wlej sos sojowy i wymieszaj||Posyp sezamem||Podaj z ryzem,wege|azjatyckie
192,Zupa kapusciana z pomidorami,obiad,4,Podsmaz cebule na oliwie 3 min||Dodaj czosnek i smaz 30 s||Dodaj marchew i kapuste i smaz 3 min||Wlej bulion i gotuj 18 min||Dodaj pomidory z puszki||Dodaj ziola prowansalskie||Dopraw sola i pieprzem||Podaj na cieplo,zupa|domowe
193,Tagliatelle z pieczarkami i parmezanem,obiad,3,Ugotuj tagliatelle al dente||Podsmaz cebule na oliwie 3 min||Dodaj pieczarki i smaz 7 min||Dodaj czosnek i smaz 30 s||Wlej smietanke i gotuj 3 min||Wymieszaj z makaronem||Posyp parmezanem i natka||Dopraw i podaj,makaron|szybkie
194,Dynia faszerowana quinoa i feta,obiad,4,Nagrzej piekarnik do 200C||Przekroj dynie i wydraz srodek||Ugotuj quinoa||Podsmaz cebule na oliwie 3 min||Dodaj szpinak i poddusz 2 min||Wymieszaj quinoa ze szpinakiem i feta||Naloz farsz do dyni||Piecz 35 min,pieczone|wege
195,Zapiekanka warzywna z baklazanem i mozzarella,obiad,4,Podsmaz cebule na oliwie 3 min||Dodaj czosnek i smaz 30 s||Dodaj pomidory z puszki i koncentrat||Gotuj 10 min az sos zgestnieje||Pokroj baklazan i cukinie w plastry||Uloz warstwy w naczyniu||Dodaj mozzarella||Zapiecz 30 min w 200C||Dopraw bazylia sola i pieprzem,pieczone|wege
196,Gulasz z kielbasa i fasolka szparagowa,obiad,4,Podsmaz cebule na oliwie 3 min||Dodaj kielbase i smaz 4 min||Dodaj czosnek i papryke slodka||Dodaj ziemniaki i fasolke szparagowa||Dodaj pomidory z puszki||Dusz 25 min do miekkosci||Dopraw sola i pieprzem||Podaj na cieplo,jednogarnkowe|domowe
197,Spaghetti z kurczakiem pesto i szpinakiem,obiad,2,Ugotuj spaghetti al dente||Podsmaz czosnek na oliwie 30 s||Dodaj kurczaka i smaz 6 min||Dodaj szpinak i poddusz 2 min||Dodaj pesto i wymieszaj||Dodaj makaron i wymieszaj||Posyp parmezanem i podaj,makaron|szybkie
198,Salatka quinoa z burakiem ciecierzyca i feta,obiad,2,Ugotuj quinoa i ostudz||Pokroj buraki w kostke||Dodaj rukole do miski||Dodaj buraki i ciecierzyce||Dodaj fete||Polej oliwa i cytryna||Dopraw i wymieszaj||Podaj,fit|salatka
199,Zupa kokosowa z dorszem i imbirem,obiad,4,Podsmaz cebule na oliwie 3 min||Dodaj czosnek i imbir i smaz 30 s||Dodaj marchew w plasterkach||Wlej bulion i gotuj 10 min||Dodaj mleko kokosowe||Dodaj dorsza i gotuj 8 min||Dopraw chili sola i pieprzem||Podaj na cieplo,zupa|fit
200,Kurczak z pieczarkami i groszkiem w sosie smietanowym z ryzem,obiad,3,Ugotuj ryz basmati wedlug instrukcji||Podsmaz cebule na oliwie 3 min||Dodaj kurczaka i smaz 6 min||Dodaj pieczarki i smaz 6 min||Dodaj groszek i czosnek||Wlej smietanke i gotuj 3 min||Dopraw sola i pieprzem||Posyp natka i podaj z ryzem,domowe|na_cieplo
201,Salatka z kurczakiem awokado i rukola,kolacja,2,Usmaz kurczaka na oliwie 6 min||Pokroj pomidora i ogorka w kostke||Wymieszaj rukole z warzywami||Dodaj pokrojone awokado||Dodaj kurczaka i pestki dyni||Polej oliwa i cytryna oraz dopraw,fit|szybkie
202,Tosty caprese z pesto,kolacja,1,Opiecz tosty||Posmaruj pesto||Uloz pomidora i mozzarella||Zapiecz 5 min w 200C||Dopraw i podaj,szybkie|na_cieplo
203,Krem pomidorowy z mascarpone i grzankami,kolacja,3,Podsmaz cebule na oliwie 3 min||Dodaj czosnek i smaz 30 s||Wlej bulion i passate i gotuj 10 min||Dodaj mascarpone i zblenduj||Dopraw i podgrzej 2 min||Zrob grzanki na masle i podaj,zupa|kremowe
204,Wrap z lososiem wedzonym i ogorkiem,kolacja,2,Posmaruj tortille serkiem||Uloz rukole lososia i ogorka||Skrop cytryna i posyp koperkiem||Dopraw sola i pieprzem||Zwin tortille i podaj,szybkie|wytrawne
205,Frittata z pieczarkami szpinakiem i serem,kolacja,2,Nagrzej piekarnik do 190C||Podsmaz cebule i pieczarki na oleju 6 min||Dodaj szpinak i poddusz 2 min||Wlej roztrzepane jajka z sola i pieprzem||Posyp serem i piecz 10 min||Pokroj i podaj,wysokobialkowe|na_cieplo
206,Bowl quinoa z hummusem i warzywami,kolacja,2,Ugotuj quinoa i ostudz||Pokroj ogorka i pomidora||Wymieszaj quinoa z warzywami rukola i oliwkami||Dodaj hummus porcjami||Skrop oliwa i cytryna||Dopraw i podaj,wege|fit
207,Makaron ryzowy z tofu i warzywami w sosie sojowym,kolacja,2,Ugotuj makaron ryzowy||Podsmaz cebule z imbirem i czosnkiem 2 min||Dodaj tofu i smaz 5 min||Dodaj warzywa i smaz 6 min||Wlej sos sojowy i wymieszaj||Polacz z makaronem i posyp sezamem,wege|azjatyckie
208,Salatka grecka z tunczykiem,kolacja,2,Pokroj warzywa||Wymieszaj rukole z warzywami||Dodaj tunczyka fete i oliwki||Wymieszaj oliwe z cytryna i oregano||Polej sosem i dopraw||Podaj od razu,salatka|szybkie
209,Zapiekane warzywa z mozzarella,kolacja,3,Nagrzej piekarnik do 200C||Pokroj warzywa w plastry||Uloz warzywa w naczyniu i skrop oliwa||Dodaj czosnek i posyp bazylia||Uloz mozzarella na wierzchu||Piecz 25 min i dopraw,pieczone|wege
210,Pasta tunczykowa na chlebie,kolacja,2,Odcedz tunczyka||Posiekaj ogorka kiszonego i cebule||Wymieszaj tunczyka z jogurtem i cytryna||Dopraw i dodaj natke||Posmaruj chleb pasta||Podaj,szybkie|wytrawne
211,Kuskus z feta i suszonymi pomidorami,kolacja,2,Zalej kuskus goraca woda i odstaw 5 min||Pokroj ogorka i suszone pomidory||Wymieszaj kuskus z warzywami i rukola||Dodaj fete i ziola||Skrop oliwa i cytryna||Dopraw i podaj,wege|szybkie
212,Kanapki z kozim serem i burakiem,kolacja,2,Pokroj buraki w plastry||Posmaruj chleb kozim serem||Uloz buraki na kanapkach||Posyp pestkami dyni||Skrop cytryna i dopraw||Podaj,szybkie|wytrawne
213,Salatka z ciecierzycy i papryki,kolacja,2,Odcedz ciecierzyce||Pokroj papryke ogorka i cebule||Wymieszaj z rukola||Dodaj oliwe cytryne i kmin||Dopraw i wymieszaj||Podaj,wege|fit
214,Salatka z lososiem pieczonym i brokulem,kolacja,2,Nagrzej piekarnik do 200C||Ugotuj brokul 4 min i odcedz||Upiecz lososia 12 min skropionego cytryna||Wymieszaj rukole z ogorkiem i brokulem||Dodaj lososia i posyp sezamem||Polej oliwa i dopraw,fit|pieczone
215,Tosty z awokado i jajkiem w koszulce,kolacja,1,Rozgniec awokado z cytryna sola i pieprzem||Zagotuj wode i dodaj ocet||Wbij jajka i gotuj 3 min||Opiecz tosty||Posmaruj tosty awokado i uloz jajka||Podaj od razu,szybkie|na_cieplo
216,Krem z dyni i imbiru na mleku kokosowym,kolacja,4,Podsmaz cebule na oliwie 3 min||Dodaj czosnek i imbir i smaz 30 s||Dodaj dynie i wlej bulion||Gotuj 20 min do miekkosci||Zblenduj i wlej mleko kokosowe||Dopraw i posyp pestkami dyni,zupa|fit
217,Zapiekane bataty z feta i szpinakiem,kolacja,2,Nagrzej piekarnik do 200C||Pokroj bataty w kostke i skrop oliwa||Piecz 20 min||Dodaj szpinak i fete i wymieszaj||Dopraw papryka slodka sola i pieprzem||Piecz jeszcze 8 min i podaj,pieczone|wege
218,Penne z pesto i warzywami,kolacja,2,Ugotuj penne al dente||Podsmaz cebule i czosnek na oliwie 3 min||Dodaj cukinie i smaz 6 min||Dodaj pomidory i pesto i wymieszaj||Polacz z makaronem||Posyp parmezanem i podaj,makaron|szybkie
219,Shakshuka z feta i szpinakiem,kolacja,2,Podsmaz cebule na oliwie 3 min||Dodaj czosnek kmin i papryke slodka||Wlej passate i gotuj 6 min||Dodaj szpinak i dopraw||Zrob zaglebienia i wbij jajka||Przykryj 6 min i posyp feta,na_cieplo|pikantne
220,Kapusta kiszona z kielbasa z patelni,kolacja,3,Podsmaz cebule na oliwie 3 min||Dodaj kielbase i smaz 5 min||Dodaj czosnek i papryke slodka||Dodaj kapuste kiszona i mieszaj||Smaz 12 min az odparuje||Dopraw pieprzem i podaj,domowe|na_cieplo
221,Salatka quinoa z burakiem i feta,kolacja,2,Ugotuj quinoa i ostudz||Pokroj buraki w kostke||Wymieszaj quinoa z rukola i burakami||Dodaj fete i pestki dyni||Skrop oliwa i cytryna||Dopraw i podaj,salatka|fit
222,Omlet z kozim serem i suszonymi pomidorami,kolacja,1,Pokroj suszone pomidory i cebule||Podsmaz cebule na oleju 2 min||Wlej roztrzepane jajka z sola i pieprzem||Dodaj kozi ser i suszone pomidory||Przykryj i smaz 2 min||Podaj z rukola,szybkie|wytrawne
223,Tofu sezamowe z brokulem i ryzem basmati,kolacja,2,Ugotuj ryz basmati||Podsmaz cebule z imbirem i czosnkiem 2 min||Dodaj tofu i smaz 5 min||Dodaj brokul i smaz 6 min||Wlej sos sojowy i dopraw||Posyp sezamem i podaj z ryzem,wege|azjatyckie
224,Zupa jarzynowa szybka,kolacja,4,Podsmaz cebule na oliwie 3 min||Dodaj czosnek i smaz 30 s||Dodaj ziemniaki i marchew i wlej bulion||Gotuj 12 min||Dodaj brokul i groszek i gotuj 6 min||Dopraw i posyp natka,zupa|domowe
225,Salatka z dorszem pieczonym i rukola,kolacja,2,Nagrzej piekarnik do 200C||Skrop dorsza oliwa i cytryna i dopraw||Piecz 15 min||Pokroj ogorka i pomidora||Wymieszaj z rukola||Dodaj dorsza na wierzch i podaj,fit|pieczone
226,Tagliatelle z pieczarkami i szpinakiem,kolacja,3,Ugotuj tagliatelle al dente||Podsmaz cebule i pieczarki na oliwie 7 min||Dodaj czosnek i szpinak i poddusz 2 min||Wlej smietanke i gotuj 3 min||Wymieszaj z makaronem||Posyp parmezanem i dopraw,makaron|na_cieplo
227,Kotleciki z indyka z salatka ogorkowa,kolacja,2,Zmiel indyka z cebula i jajkiem||Dodaj make sol i pieprz i wymieszaj||Uformuj kotleciki i smaz 3 min z kazdej strony||Pokroj ogorka||Wymieszaj jogurt z koperkiem i cytryna||Podaj kotleciki z salatka ogorkowa,domowe|szybkie
228,Krem z brokula z parmezanem,kolacja,4,Podsmaz cebule na oliwie 3 min||Dodaj czosnek i smaz 30 s||Dodaj brokul i wlej bulion||Gotuj 12 min||Zblenduj i wlej smietanke||Dodaj parmezan dopraw i podaj,zupa|kremowe
229,Salatka z fasoli czerwonej i kukurydzy,kolacja,3,Odcedz fasole i kukurydze||Pokroj papryke ogorka i cebule||Wymieszaj z rukola||Dodaj oliwe cytryne i chili||Dopraw sola i pieprzem||Podaj,salatka|wege
230,Spaghetti z sosem pomidorowym i oliwkami,kolacja,3,Ugotuj spaghetti al dente||Podsmaz cebule na oliwie 3 min||Dodaj czosnek i smaz 30 s||Dodaj pomidory i koncentrat i gotuj 10 min||Dodaj oliwki i oregano||Wymieszaj z makaronem posyp parmezanem i podaj,makaron|szybkie
231,Salatka z pstragiem wedzonym i burakiem,kolacja,2,Pokroj buraki i ogorka w kostke||Przeloz do miski i dodaj rukole||Dodaj pstraga porwanego na kawalki||Posyp pestkami dyni||Polej oliwa i sokiem z cytryny||Dopraw sola i pieprzem i wymieszaj,fit|szybkie
232,Wrap z kurczakiem i hummusem,kolacja,2,Usmaz kurczaka na oliwie 6 min||Pokroj pomidora i ogorka w kostke||Podgrzej tortille na suchej patelni||Posmaruj tortille hummusem||Dodaj rukole warzywa i kurczaka||Dopraw i zwin wrapy,szybkie|wytrawne
233,Krem z kalafiora z parmezanem,kolacja,4,Podsmaz cebule na oliwie 3 min||Dodaj czosnek i smaz 30 s||Dodaj kalafior i wlej bulion||Gotuj 15 min do miekkosci||Zblenduj na gladko||Dodaj smietanke i parmezan||Dopraw i podaj,zupa|kremowe
234,Makaron ryzowy z tunczykiem i warzywami,kolacja,2,Ugotuj makaron ryzowy wedlug instrukcji||Podsmaz cebule na oleju 2 min||Dodaj marchew papryke imbir i czosnek i smaz 5 min||Dodaj tunczyka i wymieszaj||Wlej sos sojowy i dopraw||Dodaj makaron i wymieszaj||Posyp sezamem i podaj,szybkie|azjatyckie
235,Omlet ze szpinakiem feta i oliwkami,kolacja,1,Podsmaz cebule na oleju 2 min||Dodaj szpinak i poddusz 2 min||Wlej roztrzepane jajka z sola i pieprzem||Dodaj fete i oliwki||Przykryj i smaz 3 min||Podaj na cieplo,wysokobialkowe|szybkie
236,Salatka quinoa z mango i kurczakiem,kolacja,2,Ugotuj quinoa i ostudz||Usmaz kurczaka na oliwie 6 min||Pokroj mango i ogorka||Wymieszaj quinoa z rukola i dodatkami||Dodaj kurczaka||Posyp pestkami dyni||Polej oliwa i cytryna i dopraw,fit|salatka
237,Tosty z ricotta i suszonymi pomidorami,kolacja,1,Opiecz chleb tostowy||Posmaruj ricotta||Pokroj suszone pomidory i uloz na tostach||Dodaj rukole||Skrop oliwa||Dopraw sola i pieprzem i podaj,szybkie|wytrawne
238,Baklazan caprese z pesto z piekarnika,kolacja,3,Nagrzej piekarnik do 200C||Podsmaz cebule na oliwie 3 min||Dodaj czosnek passate i bazylie i gotuj 8 min||Pokroj baklazan w plastry i uloz w naczyniu||Zalej sosem i dodaj mozzarella||Dodaj pesto na wierzch||Zapiecz 25 min i dopraw,pieczone|wege
239,Krem z dyni i marchewki na mleku kokosowym,kolacja,4,Podsmaz cebule na oliwie 3 min||Dodaj czosnek i imbir i smaz 30 s||Dodaj dynie i marchew||Wlej bulion i gotuj 20 min||Zblenduj na gladko||Wlej mleko kokosowe i podgrzej 2 min||Dopraw i podaj,zupa|fit
240,Bowl z bulgurem i ciecierzyca,kolacja,2,Zalej bulgur goraca woda i odstaw 10 min||Pokroj pomidora ogorka i papryke||Wymieszaj bulgur z warzywami i rukola||Dodaj ciecierzyce i fete||Dodaj ziola prowansalskie||Polej oliwa i cytryna||Dopraw i podaj,wege|szybkie
241,Jajka zapiekane w passacie z mozzarella,kolacja,2,Nagrzej piekarnik do 190C||Podsmaz cebule na oliwie 3 min||Dodaj czosnek i passate i gotuj 5 min||Przeloz sos do naczynka||Zrob zaglebienia i wbij jajka||Posyp mozzarella||Zapiecz 10 min i dopraw,na_cieplo|szybkie
242,Salatka z fasoli bialej i ogorka kiszonego,kolacja,2,Odcedz fasole biala||Pokroj ogorka kiszonego i cebule||Wymieszaj wszystko w misce||Dodaj koperek||Polej oliwa i sokiem z cytryny||Dopraw i podaj,wege|szybkie
243,Kurczak z brokulem i sezamem z ryzem basmati,kolacja,2,Ugotuj ryz basmati wedlug instrukcji||Podsmaz cebule na oleju 2 min||Dodaj kurczaka i smaz 6 min||Dodaj marchew brokul imbir i czosnek i smaz 6 min||Wlej sos sojowy i wymieszaj||Posyp sezamem||Podaj z ryzem,szybkie|azjatyckie
244,Kuskus z tunczykiem i oliwkami,kolacja,2,Zalej kuskus goraca woda i odstaw 5 min||Pokroj pomidora ogorka i cebule||Wymieszaj kuskus z warzywami||Dodaj tunczyka i oliwki||Polej oliwa i cytryna||Dodaj oregano||Dopraw i podaj,szybkie|salatka
245,Salatka z tofu sezamowym i rukola,kolacja,2,Podsmaz tofu na oleju 6 min||Dodaj sos sojowy i podgrzewaj 1 min||Pokroj pomidora i ogorka||Wymieszaj warzywa z rukola||Dodaj tofu||Posyp sezamem||Skrop cytryna i dopraw,wege|fit
246,Ziemniaki pieczone z feta szpinakiem i oliwkami,kolacja,3,Nagrzej piekarnik do 200C||Pokroj ziemniaki i wymieszaj z oliwa||Piecz 25 min do zrumienienia||Podsmaz cebule 2 min||Dodaj szpinak i poddusz 2 min||Wymieszaj wszystko z feta i oliwkami||Dopraw i podaj,pieczone|wytrawne
247,Tagliatelle z kurczakiem i pesto,kolacja,2,Ugotuj tagliatelle al dente||Podsmaz czosnek na oliwie 30 s||Dodaj kurczaka i smaz 6 min||Dodaj szpinak i poddusz 2 min||Dodaj pesto i wymieszaj||Polacz z makaronem||Posyp parmezanem i dopraw,makaron|szybkie
248,Krem z brokula i groszku,kolacja,4,Podsmaz cebule na oliwie 3 min||Dodaj czosnek i smaz 30 s||Dodaj brokul i groszek i wlej bulion||Gotuj 12 min||Zblenduj na gladko||Wlej smietanke i dopraw||Podaj na cieplo,zupa|fit
249,Salatka grecka z indykiem,kolacja,2,Usmaz indyka na oliwie 6 min||Pokroj pomidora i ogorka||Dodaj rukole oliwki i fete||Wymieszaj oliwe z cytryna i oregano||Polej sosem i dopraw||Dodaj indyka i podaj,fit|szybkie
250,Quesadilla ze szpinakiem i serem,kolacja,2,Podsmaz cebule na oleju 2 min||Dodaj szpinak i poddusz 2 min||Uloz ser i farsz na tortilli||Przykryj druga tortilla||Smaz 2 min z kazdej strony||Wymieszaj jogurt z czosnkiem||Podaj quesadille z sosem,szybkie|na_cieplo
251,Kalafior pieczony curry z sosem jogurtowym,kolacja,3,Nagrzej piekarnik do 210C||Podziel kalafior na rozyczki||Wymieszaj z oliwa kurkuma kminem i papryka||Piecz 22 min mieszajac w polowie||Wymieszaj jogurt z czosnkiem i cytryna||Dopraw sos||Podaj kalafior z sosem,wege|fit
252,Dorsz w sosie pomidorowym z oliwkami,kolacja,2,Podsmaz cebule na oliwie 3 min||Dodaj czosnek pomidory i koncentrat||Dodaj oregano i gotuj 8 min||Wloz dorsza do sosu||Dusz 10 min do miekkosci||Dodaj oliwki||Dopraw i podaj,na_cieplo|fit
253,Salatka z burakiem kozim serem i orzechami,kolacja,2,Pokroj buraki w kostke||Przeloz do miski i dodaj rukole||Dodaj kozi ser i orzechy||Polej oliwa i cytryna||Dopraw sola i pieprzem||Wymieszaj i podaj,fit|szybkie
254,Krem pomidorowy z bazylia i parmezanem,kolacja,4,Podsmaz cebule na oliwie 3 min||Dodaj czosnek i smaz 30 s||Wlej passate i bulion||Dodaj bazylie i gotuj 12 min||Dodaj smietanke i zblenduj||Dosyp parmezan i wymieszaj||Dopraw i podaj,zupa|kremowe
255,Tofu z ciecierzyca w sosie pomidorowym,kolacja,3,Podsmaz cebule na oliwie 3 min||Dodaj czosnek kmin i papryke slodka||Dodaj tofu i smaz 5 min||Wlej passate||Dodaj ciecierzyce||Dusz 12 min az zgestnieje||Dopraw chili sola i pieprzem,wege|jednogarnkowe
256,Placuszki brokulowe z sosem koperkowym,kolacja,2,Ugotuj brokul 4 min i rozgniec||Wymieszaj brokul z jajkami maka i parmezanem||Dodaj cebule i czosnek i dopraw||Rozgrzej olej i smaz placuszki 3 min z kazdej strony||Wymieszaj jogurt z koperkiem||Dopraw sos i podaj placuszki,domowe|szybkie
257,Baklazan faszerowany miesem i mozzarella,kolacja,3,Nagrzej piekarnik do 200C||Przekroj baklazan i wydraz srodek||Podsmaz cebule i czosnek na oliwie 3 min||Dodaj mieso i smaz 6 min||Dodaj pomidory i oregano i gotuj 10 min||Naloz farsz do baklazanow||Posyp mozzarella i piecz 20 min,na_cieplo|domowe
258,Salatka z kurczakiem i fasolka szparagowa,kolacja,2,Ugotuj fasolke szparagowa 6 min i ostudz||Usmaz kurczaka na oliwie 6 min||Pokroj pomidora i ogorka||Wymieszaj rukole z warzywami||Dodaj fasolke i kurczaka||Posyp pestkami dyni||Polej oliwa i cytryna i dopraw,fit|salatka
259,Penne z pesto i suszonymi pomidorami,kolacja,3,Ugotuj penne al dente||Podsmaz czosnek na oliwie 30 s||Dodaj suszone pomidory i szpinak i poddusz 2 min||Dodaj pesto i wymieszaj||Polacz z makaronem||Posyp parmezanem||Dopraw i podaj,makaron|szybkie
260,Kapusta kiszona z boczkiem i pieczarkami,kolacja,3,Podsmaz boczek na patelni 4 min||Dodaj cebule i smaz 3 min||Dodaj pieczarki i smaz 6 min||Dodaj czosnek i papryke slodka||Dodaj kapuste kiszona||Smaz 12 min az odparuje||Dopraw i podaj,domowe|na_cieplo
